Return_Trend,Momentum_Factor,Composite_Volatility,Latent_State_A,Latent_State_B,Latent_State_C,Tail_Kurtosis,Tail_Skew,Return_Trend_lag1,Momentum_Factor_lag1,Composite_Volatility_lag1,Latent_State_A_lag1,Latent_State_B_lag1,Latent_State_C_lag1,Tail_Kurtosis_lag1,Tail_Skew_lag1,Return_Trend_lag5,Momentum_Factor_lag5,Composite_Volatility_lag5,Latent_State_A_lag5,Latent_State_B_lag5,Latent_State_C_lag5,Tail_Kurtosis_lag5,Tail_Skew_lag5
0.010582182837181407,0.01498012048492122,-1.2018700091222612,-0.8855106343323138,-0.8862773294693251,-0.8888469997577488,0.10888326196164844,0.1594847300235213,0.003439571725324396,0.007908983342951231,-1.2018076141141518,-0.8875006329696082,-0.8881762292066444,-0.8906970919947448,0.022362827949044206,0.08790156195897944,0.0006420911533269909,0.0051161662782692775,-1.230840765202893,-0.8948007127097325,-0.8955652623755517,-0.8983230940340657,-0.0028974315309868715,0.041925219963023896
0.007557566214724422,0.012031418885127673,-1.1947011513101133,-0.8830398103298687,-0.8839365671886511,-0.8868945397302717,0.2733671969591831,0.16401953914399336,0.010582182837181407,0.01498012048492122,-1.2018700091222612,-0.8855106343323138,-0.8862773294693251,-0.8888469997577488,0.10888326196164844,0.1594847300235213,0.0038879517510350126,0.008346940282269438,-1.2218824275603317,-0.8929286143367162,-0.8936228089723748,-0.8964732638633628,0.02961743971932984,0.065859913505466
0.0021019259368981053,0.0065701597742401675,-1.1870685268860985,-0.8812134130221472,-0.881831945890236,-0.884899794499771,0.20797856250826818,0.18859302558272506,0.007557566214724422,0.012031418885127673,-1.1947011513101133,-0.8830398103298687,-0.8839365671886511,-0.8868945397302717,0.2733671969591831,0.16401953914399336,0.001909039512072764,0.006373210626062387,-1.2152487048661662,-0.8910428113201491,-0.8917064852254327,-0.8945168287813697,0.031895067152770906,0.07007876875308672
-0.007644113282827252,-0.003234341361375199,-1.1713759097794552,-0.8801342907177805,-0.880503081618216,-0.8829788616209586,0.4786463884684937,0.037305857814385626,0.0021019259368981053,0.0065701597742401675,-1.1870685268860985,-0.8812134130221472,-0.881831945890236,-0.884899794499771,0.20797856250826818,0.18859302558272506,-0.008425162918032691,-0.003950137063368178,-1.2050640157822383,-0.8892127432591277,-0.8897894858637031,-0.892568361303395,-0.010754251604010001,0.12135321347427629
-0.012460391762962066,-0.00805527633338648,-1.1564382342810255,-0.8787816259686808,-0.8791819400899837,-0.8811830400150265,0.43931751239573336,0.0580627427494774,-0.007644113282827252,-0.003234341361375199,-1.1713759097794552,-0.8801342907177805,-0.880503081618216,-0.8829788616209586,0.4786463884684937,0.037305857814385626,0.003439571725324396,0.007908983342951231,-1.2018076141141518,-0.8875006329696082,-0.8881762292066444,-0.8906970919947448,0.022362827949044206,0.08790156195897944
-0.009636667633337596,-0.005238190196526774,-1.1454370678353971,-0.877933096428321,-0.8782465182044461,-0.8797009051296025,0.44569284854954594,0.05620890969495345,-0.012460391762962066,-0.00805527633338648,-1.1564382342810255,-0.8787816259686808,-0.8791819400899837,-0.8811830400150265,0.43931751239573336,0.0580627427494774,0.010582182837181407,0.01498012048492122,-1.2018700091222612,-0.8855106343323138,-0.8862773294693251,-0.8888469997577488,0.10888326196164844,0.1594847300235213
-0.0023156848869556827,0.002053314959154961,-1.1349631911242257,-0.8766349432992829,-0.8771202640151449,-0.8784841543108796,0.4274806421121746,0.042117995378849575,-0.009636667633337596,-0.005238190196526774,-1.1454370678353971,-0.877933096428321,-0.8782465182044461,-0.8797009051296025,0.44569284854954594,0.05620890969495345,0.007557566214724422,0.012031418885127673,-1.1947011513101133,-0.8830398103298687,-0.8839365671886511,-0.8868945397302717,0.2733671969591831,0.16401953914399336
0.004078269022924127,0.008451863779966071,-1.1263962086673354,-0.8745540294756817,-0.8752874237254714,-0.877182504589058,0.4213733080802178,0.06819907925914645,-0.0023156848869556827,0.002053314959154961,-1.1349631911242257,-0.8766349432992829,-0.8771202640151449,-0.8784841543108796,0.4274806421121746,0.042117995378849575,0.0021019259368981053,0.0065701597742401675,-1.1870685268860985,-0.8812134130221472,-0.881831945890236,-0.884899794499771,0.20797856250826818,0.18859302558272506
0.008011956085045758,0.01235632984958894,-1.1122179254100684,-0.8721957187296712,-0.8730425611938452,-0.8756463691693491,0.40332812611946656,0.036164232836962205,0.004078269022924127,0.008451863779966071,-1.1263962086673354,-0.8745540294756817,-0.8752874237254714,-0.877182504589058,0.4213733080802178,0.06819907925914645,-0.007644113282827252,-0.003234341361375199,-1.1713759097794552,-0.8801342907177805,-0.880503081618216,-0.8829788616209586,0.4786463884684937,0.037305857814385626
-0.006109523253129077,-0.0016875961016251202,-1.1056137378357218,-0.8704549765644128,-0.8709845122847554,-0.8738654137130596,0.45683661656831287,0.031916425185768406,0.008011956085045758,0.01235632984958894,-1.1122179254100684,-0.8721957187296712,-0.8730425611938452,-0.8756463691693491,0.40332812611946656,0.036164232836962205,-0.012460391762962066,-0.00805527633338648,-1.1564382342810255,-0.8787816259686808,-0.8791819400899837,-0.8811830400150265,0.43931751239573336,0.0580627427494774
0.007929732528081494,0.012321992946292486,-1.101369625046384,-0.8685220019406896,-0.8692486759763586,-0.8719167986390618,0.49950991650355414,-0.011341507066774033,-0.006109523253129077,-0.0016875961016251202,-1.1056137378357218,-0.8704549765644128,-0.8709845122847554,-0.8738654137130596,0.45683661656831287,0.031916425185768406,-0.009636667633337596,-0.005238190196526774,-1.1454370678353971,-0.877933096428321,-0.8782465182044461,-0.8797009051296025,0.44569284854954594,0.05620890969495345
0.010966759227699777,0.015381140915384063,-1.102464314477276,-0.8662777959821983,-0.867068034699532,-0.8698472642773619,0.5962736545538125,-0.02165785843181159,0.007929732528081494,0.012321992946292486,-1.101369625046384,-0.8685220019406896,-0.8692486759763586,-0.8719167986390618,0.49950991650355414,-0.011341507066774033,-0.0023156848869556827,0.002053314959154961,-1.1349631911242257,-0.8766349432992829,-0.8771202640151449,-0.8784841543108796,0.4274806421121746,0.042117995378849575
